index,L,R,P_high,t1,t2,t3,t4,t5
666,2.87,0.28,18,0.32993126,0.32999992,0.32999995,0.32999995,0.32999996
667,7.49,0.37,9,0.30656598,0.32973492,0.329997,0.32999836,0.32999847
668,5.77,0.42,18,0.32951371,0.32999941,0.32999982,0.32999984,0.32999986
669,1.23,0.45,6,0.32952586,0.32999936,0.33000001,0.33000001,0.33000001
670,2.68,0.26,15,0.32988328,0.32999984,0.32999991,0.32999992,0.32999993
671,7.34,0.17,16,0.32820843,0.32999648,0.3299996,0.32999964,0.32999967
672,7.32,0.19,9,0.30820285,0.32976742,0.32999726,0.32999841,0.32999851
673,2.64,0.5,8,0.32860994,0.32999683,0.32999958,0.32999963,0.32999967
674,3.59,0.42,7,0.32388986,0.32997025,0.32999934,0.32999946,0.32999951
675,6.13,0.4,20,0.32963401,0.3299996,0.32999987,0.32999988,0.3299999
676,7.94,0.35,7,0.26429147,0.32784311,0.32997501,0.32999832,0.32999854
677,6.5,0.48,20,0.32956212,0.32999951,0.32999986,0.32999987,0.32999988
678,3.15,0.37,16,0.3298613,0.32999983,0.3299999,0.32999992,0.32999992
