index,results
276,"3.02, 0.15, 13, 0.00098901, 0.00098805, 0.00098708, 0.00098613, 0.00098519,
       0.00098425, 0.00098329, 0.00098231, 0.00098131, 0.00098028,
       0.00097943, 0.00360528, 0.14947538, 0.25798679, 0.30034802,
       0.31756869, 0.32474927, 0.32777322, 0.32905151, 0.32959277,
       0.32982218, 0.32991951, 0.32996085, 0.32997846, 0.32998599,
       0.32998925, 0.32999069, 0.32999135, 0.32999168, 0.32999187,
       0.32999201, 0.32999211, 0.32999221, 0.3299923 , 0.32999238,
       0.32999247, 0.32999255, 0.32999263, 0.32999271, 0.32999279,
       0.32999287, 0.32999295, 0.32999303, 0.32999311, 0.32999318,
       0.32999326, 0.32999333, 0.32999341, 0.32999348, 0.32999355,
       0.32999362, 0.32999369, 0.32999376, 0.32999383, 0.3299939 ,
       0.32999397, 0.32999404, 0.3299941 , 0.32999417, 0.32999423,
       0.3299943 , 0.32999436, 0.32999442, 0.32999448, 0.32999454,
       0.32999461, 0.32999467, 0.32999472, 0.32999478, 0.32999484,
       0.3299949 , 0.32999495, 0.32999501, 0.32999507, 0.32999512,
       0.32999518, 0.32999523, 0.32999528, 0.32999533, 0.32999539,
       0.32999544, 0.32999549, 0.32999554, 0.32999559, 0.32999564,
       0.32999569, 0.32999573, 0.32999578, 0.32999583, 0.32999588,
       0.32999592, 0.32999597, 0.32999601, 0.32999606, 0.3299961 ,
       0.32999614, 0.32999619, 0.32999623, 0.32999627])]"
24,"3.71, 0.22, 7, 0.00098687, 0.00098534, 0.00098396, 0.00098269, 0.00098149,
       0.00098033, 0.0009792 , 0.00097806, 0.0009769 , 0.00097572,
       0.00097452, 0.0009733 , 0.00097204, 0.00097075, 0.00096943,
       0.00096808, 0.0009667 , 0.00096529, 0.00096384, 0.00096235,
       0.00096084, 0.00095929, 0.0009577 , 0.00095608, 0.00095442,
       0.00095273, 0.00095101, 0.00094934, 0.00097526, 0.00507384,
       0.10549401, 0.23036547, 0.286267  , 0.31053368, 0.32126737,
       0.32606328, 0.32821635, 0.32918547, 0.32962251, 0.32981994,
       0.32990928, 0.32994983, 0.3299683 , 0.32997676, 0.32998069,
       0.32998256, 0.3299835 , 0.32998401, 0.32998433, 0.32998455,
       0.32998474, 0.3299849 , 0.32998505, 0.3299852 , 0.32998534,
       0.32998549, 0.32998563, 0.32998576, 0.3299859 , 0.32998604,
       0.32998617, 0.32998631, 0.32998644, 0.32998657, 0.3299867 ,
       0.32998683, 0.32998695, 0.32998708, 0.3299872 , 0.32998733,
       0.32998745, 0.32998757, 0.32998769, 0.32998781, 0.32998793,
       0.32998804, 0.32998816, 0.32998827, 0.32998838, 0.3299885 ,
       0.32998861, 0.32998872, 0.32998883, 0.32998893, 0.32998904,
       0.32998915, 0.32998925, 0.32998935, 0.32998946, 0.32998956,
       0.32998966, 0.32998976, 0.32998986, 0.32998995, 0.32999005,
       0.32999015, 0.32999024, 0.32999034, 0.32999043])]"
429,"2.07, 0.19, 9, 0.00098269, 0.00098132, 0.00097993, 0.00097858, 0.00097724,
       0.00097591, 0.00097455, 0.00097317, 0.00097177, 0.00097033,
       0.00097162, 0.0030651 , 0.10432518, 0.23349488, 0.2887801 ,
       0.31209183, 0.32215564, 0.32654909, 0.32847637, 0.32932386,
       0.32969714, 0.32986178, 0.32993452, 0.32996672, 0.32998101,
       0.32998739, 0.32999026, 0.32999159, 0.32999221, 0.32999253,
       0.32999273, 0.32999285, 0.32999296, 0.32999304, 0.32999313,
       0.3299932 , 0.32999328, 0.32999336, 0.32999343, 0.3299935 ,
       0.32999357, 0.32999365, 0.32999372, 0.32999379, 0.32999386,
       0.32999392, 0.32999399, 0.32999406, 0.32999412, 0.32999419,
       0.32999425, 0.32999432, 0.32999438, 0.32999444, 0.32999451,
       0.32999457, 0.32999463, 0.32999469, 0.32999475, 0.3299948 ,
       0.32999486, 0.32999492, 0.32999498, 0.32999503, 0.32999509,
       0.32999514, 0.3299952 , 0.32999525, 0.3299953 , 0.32999536,
       0.32999541, 0.32999546, 0.32999551, 0.32999556, 0.32999561,
       0.32999566, 0.32999571, 0.32999575, 0.3299958 , 0.32999585,
       0.32999589, 0.32999594, 0.32999599, 0.32999603, 0.32999608,
       0.32999612, 0.32999616, 0.32999621, 0.32999625, 0.32999629,
       0.32999633, 0.32999637, 0.32999641, 0.32999645, 0.32999649,
       0.32999653, 0.32999657, 0.32999661, 0.32999665])]"
256,"2.32, 0.21, 9, 0.0009836 , 0.00098225, 0.00098091, 0.00097959, 0.0009783 ,
       0.00097701, 0.0009757 , 0.00097437, 0.00097302, 0.00097164,
       0.00097022, 0.00096883, 0.00100908, 0.01170905, 0.15790896,
       0.25703825, 0.29855798, 0.31626558, 0.32396145, 0.32733431,
       0.32881812, 0.32947226, 0.32976111, 0.32988884, 0.32994544,
       0.32997058, 0.32998179, 0.32998682, 0.32998911, 0.32999019,
       0.32999072, 0.32999101, 0.3299912 , 0.32999133, 0.32999144,
       0.32999154, 0.32999163, 0.32999173, 0.32999182, 0.32999191,
       0.329992  , 0.32999208, 0.32999217, 0.32999225, 0.32999234,
       0.32999242, 0.3299925 , 0.32999259, 0.32999267, 0.32999275,
       0.32999283, 0.3299929 , 0.32999298, 0.32999306, 0.32999313,
       0.32999321, 0.32999328, 0.32999336, 0.32999343, 0.3299935 ,
       0.32999357, 0.32999364, 0.32999371, 0.32999378, 0.32999385,
       0.32999391, 0.32999398, 0.32999405, 0.32999411, 0.32999418,
       0.32999424, 0.3299943 , 0.32999437, 0.32999443, 0.32999449,
       0.32999455, 0.32999461, 0.32999467, 0.32999473, 0.32999478,
       0.32999484, 0.3299949 , 0.32999495, 0.32999501, 0.32999506,
       0.32999512, 0.32999517, 0.32999522, 0.32999528, 0.32999533,
       0.32999538, 0.32999543, 0.32999548, 0.32999553, 0.32999558,
       0.32999563, 0.32999567, 0.32999572, 0.32999577])]"
226,"2.15, 0.18, 20, 0.00099102, 0.00099032, 0.00098958, 0.00098971, 0.0547258 ,
       0.22491104, 0.28910801, 0.31356073, 0.32331058, 0.32726617,
       0.32888068, 0.32954098, 0.32981118, 0.32992177, 0.32996704,
       0.32998557, 0.32999317, 0.32999629, 0.32999757, 0.32999811,
       0.32999834, 0.32999844, 0.3299985 , 0.32999853, 0.32999855,
       0.32999857, 0.32999859, 0.32999861, 0.32999862, 0.32999864,
       0.32999866, 0.32999867, 0.32999869, 0.32999871, 0.32999872,
       0.32999874, 0.32999875, 0.32999877, 0.32999878, 0.3299988 ,
       0.32999881, 0.32999883, 0.32999884, 0.32999885, 0.32999887,
       0.32999888, 0.3299989 , 0.32999891, 0.32999892, 0.32999894,
       0.32999895, 0.32999896, 0.32999897, 0.32999899, 0.329999  ,
       0.32999901, 0.32999902, 0.32999903, 0.32999905, 0.32999906,
       0.32999907, 0.32999908, 0.32999909, 0.3299991 , 0.32999911,
       0.32999912, 0.32999914, 0.32999915, 0.32999916, 0.32999917,
       0.32999918, 0.32999919, 0.3299992 , 0.32999921, 0.32999922,
       0.32999923, 0.32999924, 0.32999924, 0.32999925, 0.32999926,
       0.32999927, 0.32999928, 0.32999929, 0.3299993 , 0.32999931,
       0.32999932, 0.32999932, 0.32999933, 0.32999934, 0.32999935,
       0.32999936, 0.32999936, 0.32999937, 0.32999938, 0.32999939,
       0.32999939, 0.3299994 , 0.32999941, 0.32999942])]"
626,"2.84, 0.26, 12, 0.00098797, 0.00098694, 0.0009859 , 0.00098488, 0.00098387,
       0.00098286, 0.00098183, 0.00098078, 0.00097971, 0.00097861,
       0.00097752, 0.00123701, 0.07951896, 0.22689497, 0.28756816,
       0.31213147, 0.32239951, 0.3267516 , 0.32860618, 0.32939828,
       0.32973704, 0.32988205, 0.32994421, 0.3299709 , 0.32998241,
       0.3299874 , 0.32998959, 0.32999059, 0.32999108, 0.32999134,
       0.32999151, 0.32999163, 0.32999174, 0.32999183, 0.32999192,
       0.32999201, 0.3299921 , 0.32999219, 0.32999227, 0.32999236,
       0.32999244, 0.32999253, 0.32999261, 0.32999269, 0.32999277,
       0.32999285, 0.32999293, 0.32999301, 0.32999308, 0.32999316,
       0.32999324, 0.32999331, 0.32999338, 0.32999346, 0.32999353,
       0.3299936 , 0.32999367, 0.32999374, 0.32999381, 0.32999388,
       0.32999395, 0.32999401, 0.32999408, 0.32999414, 0.32999421,
       0.32999427, 0.32999434, 0.3299944 , 0.32999446, 0.32999452,
       0.32999458, 0.32999464, 0.3299947 , 0.32999476, 0.32999482,
       0.32999488, 0.32999493, 0.32999499, 0.32999504, 0.3299951 ,
       0.32999515, 0.32999521, 0.32999526, 0.32999531, 0.32999537,
       0.32999542, 0.32999547, 0.32999552, 0.32999557, 0.32999562,
       0.32999567, 0.32999571, 0.32999576, 0.32999581, 0.32999585,
       0.3299959 , 0.32999595, 0.32999599, 0.32999604])]"
25,"3.77, 0.24, 6, 0.00098617, 0.00098441, 0.00098291, 0.00098155, 0.0009803 ,
       0.0009791 , 0.00097792, 0.00097676, 0.00097558, 0.00097439,
       0.00097318, 0.00097195, 0.00097069, 0.00096939, 0.00096806,
       0.0009667 , 0.00096531, 0.00096388, 0.00096243, 0.00096093,
       0.00095941, 0.00095784, 0.00095624, 0.00095461, 0.00095293,
       0.00095123, 0.00094949, 0.00094771, 0.00094589, 0.00094403,
       0.00094213, 0.0009402 , 0.00093824, 0.00093753, 0.00110124,
       0.00947067, 0.12212899, 0.23589241, 0.28775909, 0.31082231,
       0.32123432, 0.32597719, 0.32814792, 0.32914447, 0.32960309,
       0.3298146 , 0.32991236, 0.32995764, 0.32997867, 0.32998847,
       0.32999306, 0.32999522, 0.32999626, 0.32999678, 0.32999705,
       0.32999721, 0.32999731, 0.32999738, 0.32999745, 0.3299975 ,
       0.32999755, 0.3299976 , 0.32999765, 0.3299977 , 0.32999775,
       0.32999779, 0.32999784, 0.32999788, 0.32999792, 0.32999797,
       0.32999801, 0.32999805, 0.32999809, 0.32999813, 0.32999817,
       0.32999821, 0.32999824, 0.32999828, 0.32999832, 0.32999835,
       0.32999839, 0.32999842, 0.32999846, 0.32999849, 0.32999852,
       0.32999856, 0.32999859, 0.32999862, 0.32999865, 0.32999868,
       0.32999871, 0.32999874, 0.32999876, 0.32999879, 0.32999882,
       0.32999885, 0.32999887, 0.3299989 , 0.32999892])]"
204,"3.96, 0.19, 16, 0.00099167, 0.00099089, 0.00099011, 0.00098935, 0.00098859,
       0.00098783, 0.00098705, 0.00098626, 0.00098544, 0.0009846 ,
       0.00098374, 0.00098622, 0.03971182, 0.21248976, 0.28347207,
       0.31098246, 0.32212522, 0.32672101, 0.32862918, 0.32942343,
       0.32975439, 0.32989241, 0.32995002, 0.32997412, 0.32998423,
       0.3299885 , 0.32999034, 0.32999116, 0.32999156, 0.32999178,
       0.32999192, 0.32999203, 0.32999212, 0.32999221, 0.3299923 ,
       0.32999238, 0.32999247, 0.32999255, 0.32999263, 0.32999271,
       0.32999279, 0.32999287, 0.32999295, 0.32999303, 0.3299931 ,
       0.32999318, 0.32999325, 0.32999333, 0.3299934 , 0.32999347,
       0.32999354, 0.32999361, 0.32999368, 0.32999375, 0.32999382,
       0.32999389, 0.32999396, 0.32999402, 0.32999409, 0.32999415,
       0.32999422, 0.32999428, 0.32999434, 0.3299944 , 0.32999447,
       0.32999453, 0.32999459, 0.32999465, 0.32999471, 0.32999476,
       0.32999482, 0.32999488, 0.32999493, 0.32999499, 0.32999505,
       0.3299951 , 0.32999515, 0.32999521, 0.32999526, 0.32999531,
       0.32999536, 0.32999541, 0.32999547, 0.32999552, 0.32999556,
       0.32999561, 0.32999566, 0.32999571, 0.32999576, 0.3299958 ,
       0.32999585, 0.3299959 , 0.32999594, 0.32999599, 0.32999603,
       0.32999607, 0.32999612, 0.32999616, 0.3299962 ])]"
872,"4.71, 0.15, 9, 0.00099076, 0.00098962, 0.00098855, 0.00098756, 0.00098663,
       0.00098574, 0.00098485, 0.00098396, 0.00098305, 0.00098213,
       0.00098118, 0.00098021, 0.00097921, 0.00097818, 0.00097713,
       0.00097606, 0.00097495, 0.00097382, 0.00097266, 0.00097147,
       0.00097025, 0.000969  , 0.00096772, 0.00096641, 0.00096507,
       0.00096369, 0.00096229, 0.000961  , 0.00115674, 0.04184839,
       0.20000089, 0.27531023, 0.30650091, 0.31978782, 0.32553387,
       0.32803392, 0.32912435, 0.32960055, 0.32980869, 0.32989979,
       0.32993976, 0.32995738, 0.32996524, 0.32996882, 0.32997054,
       0.32997143, 0.32997196, 0.32997234, 0.32997264, 0.32997291,
       0.32997317, 0.32997341, 0.32997366, 0.32997389, 0.32997413,
       0.32997437, 0.3299746 , 0.32997483, 0.32997505, 0.32997528,
       0.3299755 , 0.32997573, 0.32997595, 0.32997616, 0.32997638,
       0.3299766 , 0.32997681, 0.32997702, 0.32997723, 0.32997743,
       0.32997764, 0.32997784, 0.32997805, 0.32997825, 0.32997844,
       0.32997864, 0.32997884, 0.32997903, 0.32997922, 0.32997941,
       0.3299796 , 0.32997979, 0.32997997, 0.32998015, 0.32998034,
       0.32998052, 0.3299807 , 0.32998087, 0.32998105, 0.32998122,
       0.32998139, 0.32998157, 0.32998174, 0.3299819 , 0.32998207,
       0.32998223, 0.3299824 , 0.32998256, 0.32998272])]"
616,"2.84, 0.17, 18, 0.00099101, 0.00099027, 0.0009895 , 0.00098874, 0.00098796,
       0.00098717, 0.00099958, 0.07933512, 0.2337785 , 0.29196714,
       0.31453455, 0.32364287, 0.3273757 , 0.32891389, 0.32954899,
       0.32981141, 0.3299199 , 0.32996477, 0.32998334, 0.32999105,
       0.32999426, 0.32999561, 0.3299962 , 0.32999646, 0.32999659,
       0.32999667, 0.32999673, 0.32999677, 0.32999681, 0.32999685,
       0.32999689, 0.32999692, 0.32999696, 0.32999699, 0.32999703,
       0.32999706, 0.3299971 , 0.32999713, 0.32999717, 0.3299972 ,
       0.32999723, 0.32999726, 0.3299973 , 0.32999733, 0.32999736,
       0.32999739, 0.32999742, 0.32999745, 0.32999748, 0.32999751,
       0.32999754, 0.32999757, 0.3299976 , 0.32999763, 0.32999765,
       0.32999768, 0.32999771, 0.32999773, 0.32999776, 0.32999779,
       0.32999781, 0.32999784, 0.32999786, 0.32999789, 0.32999791,
       0.32999794, 0.32999796, 0.32999799, 0.32999801, 0.32999803,
       0.32999806, 0.32999808, 0.3299981 , 0.32999812, 0.32999815,
       0.32999817, 0.32999819, 0.32999821, 0.32999823, 0.32999825,
       0.32999827, 0.32999829, 0.32999831, 0.32999833, 0.32999835,
       0.32999837, 0.32999839, 0.32999841, 0.32999843, 0.32999845,
       0.32999847, 0.32999848, 0.3299985 , 0.32999852, 0.32999854,
       0.32999855, 0.32999857, 0.32999859, 0.3299986 ])]"
14,"2.01, 0.15, 5, 0.00097289, 0.00097029, 0.00096811, 0.00096609, 0.00096416,
       0.00096226, 0.00096037, 0.00095846, 0.00095654, 0.00095458,
       0.00095259, 0.00095056, 0.0009485 , 0.0009464 , 0.00094424,
       0.00094205, 0.00093983, 0.00093755, 0.00093525, 0.00093443,
       0.00103289, 0.0048806 , 0.06112427, 0.19426621, 0.26716012,
       0.30073543, 0.31627009, 0.32352968, 0.32694361, 0.32855599,
       0.32932013, 0.32968338, 0.32985653, 0.32993926, 0.32997887,
       0.32999783, 0.33000689, 0.33001122, 0.33001323, 0.33001415,
       0.33001453, 0.33001466, 0.33001466, 0.3300146 , 0.33001451,
       0.3300144 , 0.33001429, 0.33001418, 0.33001407, 0.33001395,
       0.33001384, 0.33001372, 0.33001361, 0.3300135 , 0.33001339,
       0.33001328, 0.33001317, 0.33001306, 0.33001295, 0.33001284,
       0.33001273, 0.33001263, 0.33001252, 0.33001241, 0.33001231,
       0.33001221, 0.3300121 , 0.330012  , 0.3300119 , 0.33001179,
       0.33001169, 0.33001159, 0.33001149, 0.3300114 , 0.3300113 ,
       0.3300112 , 0.3300111 , 0.33001101, 0.33001091, 0.33001082,
       0.33001072, 0.33001063, 0.33001054, 0.33001044, 0.33001035,
       0.33001026, 0.33001017, 0.33001008, 0.33000999, 0.3300099 ,
       0.33000982, 0.33000973, 0.33000964, 0.33000956, 0.33000947,
       0.33000939, 0.3300093 , 0.33000922, 0.33000914])]"
12,"4.56, 0.12, 17, 0.00099265, 0.00099192, 0.0009912 , 0.0009905 , 0.00098981,
       0.00098911, 0.0009884 , 0.00098767, 0.00098692, 0.00098615,
       0.00098536, 0.00098454, 0.00098435, 0.03139447, 0.20948353,
       0.28272996, 0.3108145 , 0.32210511, 0.32673211, 0.32864153,
       0.32943151, 0.32975871, 0.32989433, 0.3299506 , 0.32997399,
       0.32998375, 0.32998785, 0.32998962, 0.32999041, 0.32999079,
       0.32999101, 0.32999115, 0.32999127, 0.32999137, 0.32999147,
       0.32999156, 0.32999165, 0.32999174, 0.32999183, 0.32999192,
       0.329992  , 0.32999209, 0.32999218, 0.32999226, 0.32999234,
       0.32999243, 0.32999251, 0.32999259, 0.32999267, 0.32999275,
       0.32999283, 0.3299929 , 0.32999298, 0.32999306, 0.32999313,
       0.3299932 , 0.32999328, 0.32999335, 0.32999342, 0.32999349,
       0.32999356, 0.32999363, 0.3299937 , 0.32999377, 0.32999384,
       0.3299939 , 0.32999397, 0.32999404, 0.3299941 , 0.32999416,
       0.32999423, 0.32999429, 0.32999435, 0.32999441, 0.32999447,
       0.32999453, 0.32999459, 0.32999465, 0.32999471, 0.32999477,
       0.32999482, 0.32999488, 0.32999494, 0.32999499, 0.32999505,
       0.3299951 , 0.32999515, 0.32999521, 0.32999526, 0.32999531,
       0.32999536, 0.32999541, 0.32999546, 0.32999551, 0.32999556,
       0.32999561, 0.32999566, 0.3299957 , 0.32999575])]"
873,"4.72, 0.13, 5, 0.00098855, 0.00098666, 0.00098518, 0.00098392, 0.0009828 ,
       0.0009818 , 0.00098084, 0.00097991, 0.00097901, 0.0009781 ,
       0.00097719, 0.00097626, 0.0009753 , 0.00097433, 0.00097333,
       0.00097231, 0.00097126, 0.00097018, 0.00096907, 0.00096793,
       0.00096676, 0.00096557, 0.00096433, 0.00096307, 0.00096178,
       0.00096045, 0.0009591 , 0.00095771, 0.00095629, 0.00095483,
       0.00095334, 0.00095182, 0.00095025, 0.00094866, 0.00094703,
       0.00094536, 0.00094366, 0.00094192, 0.00094015, 0.00093833,
       0.00093648, 0.0009346 , 0.00093267, 0.00093071, 0.0009287 ,
       0.00092666, 0.00092458, 0.00092246, 0.00092031, 0.00091811,
       0.00091589, 0.00091398, 0.0009365 , 0.00231847, 0.02839952,
       0.16294575, 0.25337166, 0.29475026, 0.31362495, 0.32234473,
       0.32640777, 0.32831321, 0.32921242, 0.3296398 , 0.32984469,
       0.32994394, 0.32999264, 0.33001687, 0.33002912, 0.33003541,
       0.33003867, 0.33004037, 0.33004123, 0.33004165, 0.33004182,
       0.33004184, 0.33004178, 0.33004168, 0.33004154, 0.33004139,
       0.33004123, 0.33004107, 0.3300409 , 0.33004073, 0.33004055,
       0.33004038, 0.3300402 , 0.33004003, 0.33003985, 0.33003967,
       0.3300395 , 0.33003932, 0.33003914, 0.33003897, 0.33003879,
       0.33003861, 0.33003843, 0.33003825, 0.33003807])]"
810,"4.51, 0.19, 12, 0.00099128, 0.00099034, 0.00098942, 0.00098855, 0.00098772,
       0.00098689, 0.00098606, 0.00098522, 0.00098435, 0.00098347,
       0.00098256, 0.00098163, 0.00098067, 0.00097969, 0.00097868,
       0.00097764, 0.00097658, 0.00097549, 0.00097438, 0.0010714 ,
       0.06780417, 0.22230541, 0.28598875, 0.31156149, 0.3221895 ,
       0.32667187, 0.32857289, 0.32938095, 0.32972484, 0.32987136,
       0.3299339 , 0.32996066, 0.32997219, 0.32997721, 0.32997947,
       0.32998054, 0.32998111, 0.32998146, 0.32998171, 0.32998192,
       0.32998211, 0.32998229, 0.32998247, 0.32998265, 0.32998282,
       0.32998299, 0.32998316, 0.32998333, 0.32998349, 0.32998366,
       0.32998382, 0.32998398, 0.32998414, 0.3299843 , 0.32998445,
       0.32998461, 0.32998476, 0.32998491, 0.32998506, 0.32998521,
       0.32998536, 0.32998551, 0.32998565, 0.3299858 , 0.32998594,
       0.32998608, 0.32998622, 0.32998636, 0.32998649, 0.32998663,
       0.32998676, 0.3299869 , 0.32998703, 0.32998716, 0.32998729,
       0.32998741, 0.32998754, 0.32998767, 0.32998779, 0.32998791,
       0.32998803, 0.32998815, 0.32998827, 0.32998839, 0.32998851,
       0.32998862, 0.32998874, 0.32998885, 0.32998896, 0.32998908,
       0.32998919, 0.3299893 , 0.3299894 , 0.32998951, 0.32998962,
       0.32998972, 0.32998983, 0.32998993, 0.32999003])]"
814,"3.87, 0.28, 16, 0.00099157, 0.00099079, 0.00099   , 0.00098923, 0.00098847,
       0.0009877 , 0.00098692, 0.00098611, 0.00098529, 0.00098444,
       0.00098357, 0.00111028, 0.10584851, 0.24313053, 0.29516317,
       0.31568453, 0.32406028, 0.32752425, 0.32896377, 0.3295631 ,
       0.32981286, 0.32991703, 0.32996052, 0.32997871, 0.32998636,
       0.3299896 , 0.32999101, 0.32999164, 0.32999196, 0.32999214,
       0.32999227, 0.32999237, 0.32999246, 0.32999255, 0.32999263,
       0.32999271, 0.32999279, 0.32999287, 0.32999295, 0.32999303,
       0.3299931 , 0.32999318, 0.32999325, 0.32999333, 0.3299934 ,
       0.32999347, 0.32999355, 0.32999362, 0.32999369, 0.32999376,
       0.32999383, 0.32999389, 0.32999396, 0.32999403, 0.32999409,
       0.32999416, 0.32999422, 0.32999429, 0.32999435, 0.32999441,
       0.32999447, 0.32999453, 0.32999459, 0.32999465, 0.32999471,
       0.32999477, 0.32999483, 0.32999488, 0.32999494, 0.329995  ,
       0.32999505, 0.32999511, 0.32999516, 0.32999521, 0.32999527,
       0.32999532, 0.32999537, 0.32999542, 0.32999547, 0.32999552,
       0.32999557, 0.32999562, 0.32999567, 0.32999572, 0.32999577,
       0.32999581, 0.32999586, 0.3299959 , 0.32999595, 0.32999599,
       0.32999604, 0.32999608, 0.32999613, 0.32999617, 0.32999621,
       0.32999625, 0.3299963 , 0.32999634, 0.32999638])]"
416,"1.3, 0.2, 18, 0.00098899, 0.00098899, 0.02478754, 0.20470865, 0.28130126,
       0.31039039, 0.3219946 , 0.32671665, 0.32865132, 0.32944561,
       0.32977185, 0.32990583, 0.32996084, 0.32998343, 0.3299927 ,
       0.3299965 , 0.32999807, 0.32999872, 0.32999899, 0.32999911,
       0.32999916, 0.32999919, 0.32999921, 0.32999922, 0.32999923,
       0.32999924, 0.32999925, 0.32999926, 0.32999927, 0.32999928,
       0.32999929, 0.3299993 , 0.32999931, 0.32999932, 0.32999932,
       0.32999933, 0.32999934, 0.32999935, 0.32999936, 0.32999936,
       0.32999937, 0.32999938, 0.32999939, 0.3299994 , 0.3299994 ,
       0.32999941, 0.32999942, 0.32999943, 0.32999943, 0.32999944,
       0.32999945, 0.32999945, 0.32999946, 0.32999947, 0.32999947,
       0.32999948, 0.32999949, 0.32999949, 0.3299995 , 0.32999951,
       0.32999951, 0.32999952, 0.32999952, 0.32999953, 0.32999954,
       0.32999954, 0.32999955, 0.32999955, 0.32999956, 0.32999956,
       0.32999957, 0.32999958, 0.32999958, 0.32999959, 0.32999959,
       0.3299996 , 0.3299996 , 0.32999961, 0.32999961, 0.32999962,
       0.32999962, 0.32999963, 0.32999963, 0.32999963, 0.32999964,
       0.32999964, 0.32999965, 0.32999965, 0.32999966, 0.32999966,
       0.32999967, 0.32999967, 0.32999967, 0.32999968, 0.32999968,
       0.32999969, 0.32999969, 0.32999969, 0.3299997 ])]"
20,"1.74, 0.21, 10, 0.00098278, 0.00098152, 0.00098021, 0.00097891, 0.00097761,
       0.00097629, 0.00097497, 0.00099376, 0.0108474 , 0.16116263,
       0.25946365, 0.29993526, 0.3170045 , 0.32434766, 0.32753331,
       0.32892024, 0.32952515, 0.32978933, 0.32990482, 0.32995537,
       0.32997754, 0.32998729, 0.32999159, 0.32999352, 0.32999439,
       0.32999481, 0.32999502, 0.32999515, 0.32999523, 0.3299953 ,
       0.32999536, 0.32999542, 0.32999547, 0.32999552, 0.32999557,
       0.32999563, 0.32999568, 0.32999573, 0.32999578, 0.32999582,
       0.32999587, 0.32999592, 0.32999597, 0.32999601, 0.32999606,
       0.3299961 , 0.32999615, 0.32999619, 0.32999624, 0.32999628,
       0.32999632, 0.32999637, 0.32999641, 0.32999645, 0.32999649,
       0.32999653, 0.32999657, 0.32999661, 0.32999665, 0.32999669,
       0.32999673, 0.32999677, 0.3299968 , 0.32999684, 0.32999688,
       0.32999691, 0.32999695, 0.32999698, 0.32999702, 0.32999705,
       0.32999709, 0.32999712, 0.32999715, 0.32999719, 0.32999722,
       0.32999725, 0.32999728, 0.32999731, 0.32999735, 0.32999738,
       0.32999741, 0.32999744, 0.32999747, 0.3299975 , 0.32999753,
       0.32999755, 0.32999758, 0.32999761, 0.32999764, 0.32999767,
       0.32999769, 0.32999772, 0.32999775, 0.32999777, 0.3299978 ,
       0.32999782, 0.32999785, 0.32999787, 0.3299979 ])]"
826,"1.22, 0.16, 13, 0.00098613, 0.00098423, 0.0009832 , 0.00327342, 0.13785275,
       0.25288129, 0.2982537 , 0.31669643, 0.32438635, 0.32762495,
       0.32899375, 0.32957298, 0.3298182 , 0.32992204, 0.32996602,
       0.32998466, 0.32999256, 0.32999592, 0.32999735, 0.32999797,
       0.32999824, 0.32999836, 0.32999843, 0.32999847, 0.32999849,
       0.32999852, 0.32999854, 0.32999856, 0.32999857, 0.32999859,
       0.32999861, 0.32999863, 0.32999864, 0.32999866, 0.32999868,
       0.32999869, 0.32999871, 0.32999872, 0.32999874, 0.32999876,
       0.32999877, 0.32999879, 0.3299988 , 0.32999882, 0.32999883,
       0.32999884, 0.32999886, 0.32999887, 0.32999889, 0.3299989 ,
       0.32999891, 0.32999893, 0.32999894, 0.32999895, 0.32999897,
       0.32999898, 0.32999899, 0.329999  , 0.32999902, 0.32999903,
       0.32999904, 0.32999905, 0.32999906, 0.32999907, 0.32999909,
       0.3299991 , 0.32999911, 0.32999912, 0.32999913, 0.32999914,
       0.32999915, 0.32999916, 0.32999917, 0.32999918, 0.32999919,
       0.3299992 , 0.32999921, 0.32999922, 0.32999923, 0.32999924,
       0.32999925, 0.32999926, 0.32999927, 0.32999928, 0.32999929,
       0.3299993 , 0.3299993 , 0.32999931, 0.32999932, 0.32999933,
       0.32999934, 0.32999935, 0.32999935, 0.32999936, 0.32999937,
       0.32999938, 0.32999939, 0.32999939, 0.3299994 ])]"
