,index,results
542,762.pickle,"1.31, 0.22, 9, 0.00097915, 0.00097773, 0.00097626, 0.00097478, 0.00097329,       0.00097715, 0.0029393 , 0.08950312, 0.2246623 , 0.2847251 ,       0.31022006, 0.3212871 , 0.32614691, 0.32829161, 0.32924039,       0.32966077, 0.32984725, 0.32993007, 0.32996691"
543,925.pickle,"1.43, 0.18, 18, 0.00098914, 0.00098837, 0.00182994, 0.14152124, 0.2578362 ,       0.30119144, 0.31825698, 0.32517766, 0.3280147 , 0.32918184,       0.32966246, 0.3298604 , 0.32994191, 0.32997549, 0.32998931,       0.329995  , 0.32999735, 0.32999832, 0.32999873"
544,465.pickle,"4.38, 0.13, 18, 0.00099268, 0.00099198, 0.00099128, 0.00099059, 0.00098991,       0.00098922, 0.00098852, 0.0009878 , 0.00098705, 0.00098629,       0.00098551, 0.00125192, 0.13256509, 0.25470789, 0.29997745,       0.31775414, 0.32496103, 0.32791762, 0.32913573"
545,275.pickle,"4.99, 0.22, 10, 0.00099157, 0.00099054, 0.00098955, 0.00098865, 0.00098779,       0.00098696, 0.00098613, 0.00098529, 0.00098444, 0.00098357,       0.00098268, 0.00098177, 0.00098083, 0.00097987, 0.00097888,       0.00097786, 0.00097682, 0.00097575, 0.00097466"
546,627.pickle,"4.04, 0.25, 17, 0.00099209, 0.00099134, 0.0009906 , 0.00098987, 0.00098915,       0.00098841, 0.00098767, 0.0009869 , 0.00098612, 0.00098531,       0.00098449, 0.00391564, 0.17057583, 0.26831261, 0.30513172,       0.3197922 , 0.32577992, 0.32824845, 0.32926959"
547,966.pickle,"1.22, 0.27, 18, 0.0009889 , 0.0010018 , 0.07514346, 0.23246139, 0.29171469,       0.31453466, 0.323687  , 0.32741414, 0.32893967, 0.32956493,       0.32982127, 0.32992634, 0.32996938, 0.32998701, 0.32999424,       0.3299972 , 0.32999842, 0.32999892, 0.32999913"
548,833.pickle,"4.04, 0.2, 18, 0.00099235, 0.00099164, 0.00099093, 0.00099023, 0.00098953,       0.00098882, 0.00098809, 0.00098735, 0.00098659, 0.0009858 ,       0.00145399, 0.14349534, 0.25880577, 0.30157075, 0.31840128,       0.32522864, 0.32802933, 0.32918282, 0.32965862"
549,637.pickle,"3.98, 0.11, 9, 0.00098895, 0.00098775, 0.00098659, 0.00098552, 0.00098449,       0.00098348, 0.00098248, 0.00098147, 0.00098044, 0.00097939,       0.00097832, 0.00097721, 0.00097608, 0.00097493, 0.00097374,       0.00097252, 0.00097128, 0.00097   , 0.00096869"
550,405.pickle,"2.94, 0.27, 16, 0.00099031, 0.0009895 , 0.00098867, 0.00098784, 0.00098701,       0.00098617, 0.00098531, 0.00098447, 0.00294994, 0.15508539,       0.26183119, 0.30238556, 0.31859988, 0.32525892, 0.32802138,       0.32917157, 0.32965117, 0.32985128, 0.32993486"
551,342.pickle,"1.68, 0.24, 12, 0.00098509, 0.000984  , 0.00098286, 0.00098172, 0.00098058,       0.0009887 , 0.01651766, 0.18243505, 0.2699156 , 0.30485693,       0.31933325, 0.32544951, 0.3280534 , 0.32916522, 0.32964058,       0.32984398, 0.32993106, 0.32996838, 0.3299844 "
552,141.pickle,"3.03, 0.3, 6, 0.00098275, 0.00098084, 0.00097917, 0.00097764, 0.0009762 ,       0.00097481, 0.00097343, 0.00097204, 0.00097065, 0.00096923,       0.00096778, 0.0009663 , 0.00096479, 0.00096325, 0.00096167,       0.00096005, 0.0009584 , 0.00095671, 0.00095499"
553,319.pickle,"3.38, 0.29, 18, 0.00099163, 0.0009909 , 0.00099016, 0.00098942, 0.00098868,       0.00098793, 0.00098716, 0.00098637, 0.00171572, 0.14715933,       0.25998054, 0.30198181, 0.31855243, 0.32528558, 0.32805143,       0.32919204, 0.32966311, 0.32985779, 0.3299383 "
554,350.pickle,"1.67, 0.16, 16, 0.00098839, 0.00098753, 0.00098663, 0.00099397, 0.0525256 ,       0.21926554, 0.28604524, 0.31202666, 0.32256469, 0.32691106,       0.32871436, 0.32946403, 0.32977589, 0.32990565, 0.32995965,       0.32998213, 0.32999149, 0.3299954 , 0.32999704"
555,689.pickle,"1.66, 0.18, 18, 0.00098954, 0.00098875, 0.00098806, 0.01323806, 0.19422763,       0.2773662 , 0.30880903, 0.32133833, 0.3264407 , 0.32853453,       0.3293959 , 0.3297505 , 0.3298965 , 0.3299566 , 0.32998136,       0.32999155, 0.32999575, 0.32999749, 0.32999822"
556,556.pickle,"1.58, 0.25, 12, 0.00098485, 0.00098375, 0.0009826 , 0.00098145, 0.00098036,       0.00156155, 0.09948065, 0.23601608, 0.29120965, 0.31365002,       0.32304832, 0.32703351, 0.32873129, 0.32945591, 0.32976548,       0.3298978 , 0.32995441, 0.32997865, 0.32998904"
557,327.pickle,"2.83, 0.17, 7, 0.00098312, 0.00098147, 0.00097994, 0.00097849, 0.00097711,       0.00097574, 0.00097438, 0.00097301, 0.00097162, 0.00097021,       0.00096876, 0.00096729, 0.00096578, 0.00096424, 0.00096266,       0.00096104, 0.00095939, 0.00095771, 0.00095598"
558,967.pickle,"1.13, 0.16, 10, 0.00098042, 0.00097911, 0.00097774, 0.00097721, 0.00214686,       0.09174231, 0.22883466, 0.28733355, 0.31167089, 0.32206047,       0.32654874, 0.32849677, 0.32934393, 0.32971271, 0.32987336,       0.32994338, 0.32997393, 0.32998728, 0.32999312"
559,498.pickle,"4.95, 0.19, 7, 0.00099062, 0.00098932, 0.00098813, 0.00098707, 0.0009861 ,       0.00098518, 0.00098429, 0.0009834 , 0.00098251, 0.00098161,       0.00098069, 0.00097975, 0.00097879, 0.0009778 , 0.00097678,       0.00097574, 0.00097467, 0.00097357, 0.00097245"
560,445.pickle,"3.7, 0.16, 15, 0.00099102, 0.00099019, 0.00098935, 0.00098854, 0.00098774,       0.00098693, 0.0009861 , 0.00098526, 0.0009844 , 0.00098351,       0.0009826 , 0.00098441, 0.03106951, 0.20561635, 0.28057772,       0.30972557, 0.32157041, 0.32647504, 0.32852006"
561,343.pickle,"1.38, 0.22, 17, 0.00098849, 0.00098767, 0.0012829 , 0.11632032, 0.24768594,       0.29712187, 0.31656104, 0.32446045, 0.32771002, 0.32905225,       0.32960734, 0.32983693, 0.32993191, 0.32997119, 0.32998743,       0.32999415, 0.32999693, 0.32999809, 0.32999858"
562,368.pickle,"1.16, 0.14, 12, 0.00098359, 0.00098247, 0.00098143, 0.00171336, 0.10066854,       0.2363697 , 0.29135753, 0.31372173, 0.32308555, 0.32705361,       0.32874249, 0.32946243, 0.32976953, 0.32990055, 0.32995648,       0.32998035, 0.32999056, 0.32999492, 0.3299968 "
563,79.pickle,"2.18, 0.14, 7, 0.00097974, 0.000978  , 0.00097636, 0.00097477, 0.00097323,       0.00097169, 0.00097015, 0.00096859, 0.00096701, 0.0009654 ,       0.00096375, 0.00096207, 0.00096035, 0.0009586 , 0.00095697,       0.00099675, 0.00578796, 0.10759037, 0.23033923"
564,115.pickle,"3.95, 0.12, 15, 0.00099134, 0.00099053, 0.0009897 , 0.00098891, 0.00098812,       0.00098733, 0.00098653, 0.00098571, 0.00098486, 0.000984  ,       0.00098311, 0.00098219, 0.00098703, 0.03906342, 0.21058498,       0.28243048, 0.31045713, 0.32186693, 0.32659605"
565,303.pickle,"3.28, 0.21, 13, 0.00098947, 0.00098852, 0.00098757, 0.00098665, 0.00098573,       0.00098482, 0.00098388, 0.00098293, 0.00098196, 0.00098096,       0.00097993, 0.00097894, 0.00183818, 0.12008223, 0.24614612,       0.29560439, 0.31559646, 0.32391601, 0.32741862"
566,706.pickle,"4.12, 0.27, 6, 0.00098756, 0.00098588, 0.00098444, 0.00098316, 0.00098198,       0.00098086, 0.00097978, 0.00097871, 0.00097764, 0.00097655,       0.00097544, 0.00097431, 0.00097315, 0.00097196, 0.00097074,       0.0009695 , 0.00096822, 0.00096691, 0.00096557"
567,551.pickle,"2.13, 0.29, 10, 0.00098422, 0.00098297, 0.0009817 , 0.00098046, 0.00097922,       0.00097798, 0.00097672, 0.00097544, 0.00097413, 0.0009745 ,       0.00325088, 0.11803011, 0.2413886 , 0.29254967, 0.31389286,       0.32301734, 0.32696055, 0.32867228, 0.32941692"
568,336.pickle,"2.35, 0.16, 13, 0.00098758, 0.0009866 , 0.00098558, 0.00098457, 0.00098356,       0.00098254, 0.0009815 , 0.00098074, 0.00310552, 0.13905487,       0.25347715, 0.29844318, 0.31674283, 0.32438834, 0.32761599,       0.328984  , 0.32956479, 0.3298116 , 0.32991657"
569,496.pickle,"4.12, 0.16, 12, 0.0009906 , 0.00098963, 0.00098868, 0.00098778, 0.00098691,       0.00098605, 0.00098517, 0.00098428, 0.00098337, 0.00098244,       0.00098149, 0.0009805 , 0.0009795 , 0.00097846, 0.0009774 ,       0.00097632, 0.0009752 , 0.00101136, 0.04587561"
570,119.pickle,"1.68, 0.3, 13, 0.00098609, 0.00098507, 0.000984  , 0.00098293, 0.00098205,       0.00275757, 0.13488083, 0.25185693, 0.29782166, 0.31649843,       0.32429273, 0.32757987, 0.32897157, 0.32956168, 0.32981208,       0.32991839, 0.32996355, 0.32998275, 0.32999093"
571,686.pickle,"4.16, 0.13, 13, 0.00099101, 0.0009901 , 0.00098921, 0.00098836, 0.00098753,       0.0009867 , 0.00098586, 0.000985  , 0.00098412, 0.00098323,       0.0009823 , 0.00098136, 0.00098038, 0.00097938, 0.00097836,       0.00097743, 0.00267645, 0.13954131, 0.25420502"
572,611.pickle,"3.81, 0.14, 10, 0.00098906, 0.00098793, 0.00098683, 0.0009858 , 0.0009848 ,       0.00098382, 0.00098283, 0.00098183, 0.00098082, 0.00097977,       0.0009787 , 0.00097761, 0.00097649, 0.00097534, 0.00097416,       0.00097295, 0.00097171, 0.00097044, 0.00096915"
573,693.pickle,"3.99, 0.11, 11, 0.00098991, 0.00098887, 0.00098786, 0.0009869 , 0.00098597,       0.00098505, 0.00098413, 0.00098319, 0.00098223, 0.00098125,       0.00098024, 0.00097921, 0.00097815, 0.00097706, 0.00097595,       0.00097481, 0.00097364, 0.00097244, 0.00098029"
574,962.pickle,"1.52, 0.27, 17, 0.0009888 , 0.00098798, 0.00098796, 0.03193895, 0.20936544,       0.2827399 , 0.3108536 , 0.32214131, 0.32675958, 0.32866156,       0.32944653, 0.32977067, 0.32990453, 0.32995981, 0.32998263,       0.32999206, 0.32999597, 0.32999758, 0.32999826"
575,944.pickle,"2.47, 0.11, 20, 0.00099132, 0.00099063, 0.00098991, 0.00098918, 0.00099526,       0.0787764 , 0.23494406, 0.29275395, 0.31497001, 0.32386839,       0.32748846, 0.32896923, 0.32957604, 0.32982487, 0.32992693,       0.3299688 , 0.32998599, 0.32999305, 0.32999596"
576,707.pickle,"1.08, 0.25, 19, 0.00098935, 0.01112079, 0.19469632, 0.27834313, 0.30946861,       0.32171203, 0.32663719, 0.32863353, 0.3294445 , 0.32977407,       0.32990796, 0.32996235, 0.32998442, 0.32999338, 0.32999701,       0.32999849, 0.32999909, 0.32999934, 0.32999944"
577,316.pickle,"3.81, 0.17, 16, 0.0009915 , 0.00099071, 0.00098992, 0.00098915, 0.00098838,       0.00098761, 0.00098682, 0.00098602, 0.00098519, 0.00098434,       0.00098347, 0.00210135, 0.14649665, 0.25878238, 0.3012387 ,       0.31814875, 0.32507754, 0.32794697, 0.32913993"
578,313.pickle,"2.2, 0.18, 7, 0.00097984, 0.00097811, 0.00097647, 0.00097489, 0.00097335,       0.00097182, 0.00097029, 0.00096874, 0.00096716, 0.00096555,       0.00096391, 0.00096223, 0.00096052, 0.00095877, 0.00095706,       0.00097188, 0.00352372, 0.07930393, 0.21508518"
579,307.pickle,"3.28, 0.16, 5, 0.00098232, 0.00098   , 0.00097817, 0.00097657, 0.00097509,       0.00097368, 0.00097231, 0.00097095, 0.00096959, 0.00096821,       0.00096681, 0.00096539, 0.00096392, 0.00096244, 0.00096091,       0.00095936, 0.00095775, 0.00095613, 0.00095445"
580,748.pickle,"2.49, 0.24, 13, 0.00098785, 0.00098688, 0.00098587, 0.00098487, 0.00098388,       0.00098287, 0.00098185, 0.0009808 , 0.00099181, 0.02408463,       0.1936602 , 0.27484614, 0.30703671, 0.32031049, 0.32588849,       0.32824962, 0.32925193, 0.32967797, 0.32985924"
581,888.pickle,"4.95, 0.19, 17, 0.00099303, 0.00099231, 0.00099161, 0.00099093, 0.00099026,       0.00098958, 0.0009889 , 0.00098819, 0.00098747, 0.00098673,       0.00098597, 0.00098518, 0.00098437, 0.00098356, 0.00391696,       0.1698198 , 0.26801526, 0.30500975, 0.31973965"
582,102.pickle,"4.66, 0.2, 7, 0.00098991, 0.00098854, 0.00098731, 0.0009862 , 0.00098518,       0.00098421, 0.00098327, 0.00098233, 0.00098139, 0.00098043,       0.00097945, 0.00097845, 0.00097743, 0.00097638, 0.0009753 ,       0.00097419, 0.00097306, 0.00097189, 0.0009707 "
583,732.pickle,"2.92, 0.13, 9, 0.00098576, 0.00098446, 0.00098319, 0.00098197, 0.00098077,       0.00097959, 0.00097841, 0.0009772 , 0.00097597, 0.00097472,       0.00097344, 0.00097212, 0.00097078, 0.0009694 , 0.00096799,       0.00096663, 0.00102434, 0.01504978, 0.16672507"
584,727.pickle,"1.73, 0.1, 14, 0.00098705, 0.00098609, 0.00098509, 0.00098408, 0.00098712,       0.02073699, 0.19331683, 0.2753084 , 0.30742908, 0.32055689,       0.32602847, 0.32832565, 0.32929265, 0.32970011, 0.3298719 ,       0.32994436, 0.32997494, 0.32998785, 0.32999331"
585,945.pickle,"1.27, 0.19, 17, 0.00098835, 0.00098771, 0.00784067, 0.18121035, 0.27226988,       0.30673242, 0.32047041, 0.32607524, 0.32838059, 0.32933125,       0.32972353, 0.3298854 , 0.32995217, 0.32997971, 0.32999107,       0.32999576, 0.3299977 , 0.32999851, 0.32999885"
586,506.pickle,"4.34, 0.2, 15, 0.00099187, 0.00099107, 0.00099027, 0.0009895 , 0.00098874,       0.00098798, 0.00098721, 0.00098642, 0.00098561, 0.00098478,       0.00098393, 0.00098305, 0.00098215, 0.00098125, 0.00221324,       0.14369371, 0.25718853, 0.30045777, 0.31777169"
587,892.pickle,"4.81, 0.17, 8, 0.00099066, 0.00098944, 0.00098832, 0.00098729, 0.00098633,       0.00098542, 0.00098452, 0.00098363, 0.00098272, 0.0009818 ,       0.00098085, 0.00097988, 0.00097889, 0.00097787, 0.00097683,       0.00097576, 0.00097466, 0.00097353, 0.00097237"
588,524.pickle,"3.8, 0.16, 10, 0.00098904, 0.00098791, 0.00098681, 0.00098577, 0.00098477,       0.00098379, 0.0009828 , 0.0009818 , 0.00098078, 0.00097974,       0.00097867, 0.00097757, 0.00097645, 0.0009753 , 0.00097412,       0.00097291, 0.00097167, 0.0009704 , 0.0009691 "
589,523.pickle,"2.55, 0.21, 16, 0.00098979, 0.00098896, 0.00098811, 0.00098726, 0.0009864 ,       0.00098553, 0.00098664, 0.03587242, 0.21023237, 0.2826318 ,       0.31065383, 0.32199536, 0.32667116, 0.32861187, 0.32941933,       0.32975562, 0.32989577, 0.3299542 , 0.32997858"
590,330.pickle,"3.06, 0.16, 17, 0.00099092, 0.00099015, 0.00098936, 0.00098858, 0.00098779,       0.00098699, 0.00098617, 0.00098567, 0.02120448, 0.20138332,       0.27964515, 0.30957317, 0.32159353, 0.32652089, 0.32855573,       0.32939831, 0.32974758, 0.32989245, 0.32995258"
591,699.pickle,"2.83, 0.23, 15, 0.00098969, 0.00098883, 0.00098795, 0.00098708, 0.00098621,       0.00098532, 0.00098442, 0.0009835 , 0.0010688 , 0.08706613,       0.2342189 , 0.29144033, 0.31407805, 0.32335869, 0.32721771,       0.32883073, 0.3295063 , 0.32978952, 0.32990835"
592,757.pickle,"1.58, 0.24, 14, 0.00098677, 0.00098581, 0.00098479, 0.00098383, 0.00234252,       0.1371092 , 0.25375708, 0.2988764 , 0.31704679, 0.32456909,       0.32771629, 0.32903799, 0.3295938 , 0.32982766, 0.32992609,       0.32996753, 0.32998499, 0.32999236, 0.32999548"
593,807.pickle,"1.88, 0.17, 5, 0.00097139, 0.00096868, 0.00096648, 0.00096444, 0.00096245,       0.0009605 , 0.00095853, 0.00095654, 0.00095455, 0.00095251,       0.00095043, 0.00094834, 0.00094618, 0.00094399, 0.00094178,       0.0009395 , 0.00093719, 0.00093551, 0.0009602 "
594,960.pickle,"1.78, 0.23, 6, 0.0009743 , 0.00097218, 0.00097026, 0.00096841, 0.00096658,       0.00096476, 0.00096294, 0.0009611 , 0.00095922, 0.00095732,       0.00095538, 0.0009534 , 0.00095139, 0.00095024, 0.00103369,       0.00536059, 0.08032146, 0.2108064 , 0.2758955 "
595,223.pickle,"4.97, 0.12, 8, 0.00099101, 0.00098982, 0.00098872, 0.00098771, 0.00098678,       0.00098589, 0.00098501, 0.00098414, 0.00098326, 0.00098237,       0.00098145, 0.00098051, 0.00097955, 0.00097856, 0.00097755,       0.0009765 , 0.00097543, 0.00097434, 0.00097321"
596,233.pickle,"4.86, 0.25, 18, 0.00099314, 0.00099245, 0.00099177, 0.00099111, 0.00099045,       0.00098979, 0.00098912, 0.00098843, 0.00098772, 0.00098699,       0.00098624, 0.00098546, 0.00098515, 0.03253261, 0.21130284,       0.28364097, 0.31125282, 0.32231321, 0.32682973"
597,801.pickle,"3.67, 0.22, 12, 0.00098974, 0.00098875, 0.00098777, 0.00098683, 0.00098592,       0.000985  , 0.00098408, 0.00098314, 0.00098217, 0.00098118,       0.00098017, 0.00097913, 0.00097806, 0.00097697, 0.00097587,       0.00117535, 0.07942812, 0.22747017, 0.28792666"
598,489.pickle,"3.24, 0.25, 11, 0.00098826, 0.00098718, 0.0009861 , 0.00098506, 0.00098405,       0.00098304, 0.00098202, 0.00098098, 0.00097991, 0.00097883,       0.00097771, 0.00097657, 0.0009754 , 0.0009742 , 0.00098056,       0.01120085, 0.17067586, 0.26473048, 0.30255438"
599,943.pickle,"1.67, 0.21, 8, 0.00097898, 0.00097743, 0.00097586, 0.00097431, 0.00097277,       0.00097123, 0.00096967, 0.00096808, 0.00096655, 0.00100241,       0.00752784, 0.13167063, 0.24378489, 0.29237345, 0.31335352,       0.32258447, 0.32668377, 0.32851214, 0.32932965"
600,923.pickle,"2.2, 0.22, 20, 0.00099107, 0.00099037, 0.00098963, 0.00098902, 0.02688588,       0.20952615, 0.28343694, 0.3113294 , 0.32240805, 0.32689745,       0.32872951, 0.32947889, 0.32978565, 0.32991125, 0.32996268,       0.32998374, 0.32999237, 0.32999591, 0.32999738"
601,948.pickle,"2.21, 0.29, 5, 0.00097463, 0.00097204, 0.00096992, 0.00096798, 0.00096613,       0.00096432, 0.00096252, 0.0009607 , 0.00095888, 0.00095701,       0.00095513, 0.0009532 , 0.00095124, 0.00094924, 0.0009472 ,       0.00094511, 0.00094299, 0.00094082, 0.00093862"
602,508.pickle,"4.43, 0.28, 14, 0.00099171, 0.00099086, 0.00099003, 0.00098923, 0.00098845,       0.00098767, 0.00098689, 0.00098608, 0.00098526, 0.00098441,       0.00098354, 0.00098265, 0.00098173, 0.00098079, 0.00097982,       0.00098083, 0.01724446, 0.19132027, 0.27474358"
603,401.pickle,"4.71, 0.27, 7, 0.00099004, 0.00098868, 0.00098746, 0.00098636, 0.00098534,       0.00098438, 0.00098345, 0.00098252, 0.00098159, 0.00098064,       0.00097968, 0.00097868, 0.00097767, 0.00097663, 0.00097556,       0.00097447, 0.00097334, 0.00097219, 0.00097101"
604,25.pickle,"4.48, 0.2, 14, 0.00099177, 0.00099093, 0.0009901 , 0.00098931, 0.00098853,       0.00098776, 0.00098697, 0.00098617, 0.00098535, 0.00098451,       0.00098364, 0.00098276, 0.00098184, 0.00098091, 0.00097994,       0.0009792 , 0.004647  , 0.16168931, 0.26341718"
605,978.pickle,"1.26, 0.25, 20, 0.00099   , 0.00136006, 0.14202312, 0.25949941, 0.30225491,       0.31883798, 0.32547528, 0.32816148, 0.32925242, 0.32969586,       0.32987609, 0.32994932, 0.32997907, 0.32999115, 0.32999606,       0.32999805, 0.32999886, 0.3299992 , 0.32999934"
606,950.pickle,"2.9, 0.27, 19, 0.00099144, 0.00099073, 0.00098999, 0.00098926, 0.00098852,       0.00098776, 0.00169441, 0.14991959, 0.2613907 , 0.30264433,       0.31886333, 0.32543101, 0.3281194 , 0.32922405, 0.32967858,       0.32986571, 0.32994279, 0.32997455, 0.32998765"
607,938.pickle,"3.45, 0.15, 6, 0.00098472, 0.00098289, 0.00098132, 0.0009799 , 0.00097857,       0.00097729, 0.00097602, 0.00097476, 0.00097349, 0.00097221,       0.00097089, 0.00096955, 0.00096818, 0.00096678, 0.00096535,       0.00096387, 0.00096237, 0.00096084, 0.00095926"
608,815.pickle,"4.63, 0.16, 15, 0.00099225, 0.00099145, 0.00099067, 0.00098992, 0.00098918,       0.00098845, 0.0009877 , 0.00098693, 0.00098615, 0.00098535,       0.00098452, 0.00098367, 0.00098279, 0.0009819 , 0.00098098,       0.00147023, 0.12725025, 0.25100254, 0.29806915"
609,916.pickle,"4.16, 0.13, 9, 0.00098946, 0.00098827, 0.00098713, 0.00098608, 0.00098508,       0.00098411, 0.00098314, 0.00098216, 0.00098116, 0.00098015,       0.0009791 , 0.00097804, 0.00097694, 0.00097582, 0.00097467,       0.00097349, 0.00097228, 0.00097105, 0.00096978"
610,930.pickle,"3.38, 0.28, 10, 0.00098795, 0.0009868 , 0.00098566, 0.00098457, 0.00098352,       0.00098247, 0.00098142, 0.00098035, 0.00097927, 0.00097815,       0.00097701, 0.00097584, 0.00097465, 0.00097342, 0.00097216,       0.00097088, 0.00096968, 0.00119971, 0.05303876"
611,59.pickle,"2.4, 0.14, 11, 0.00098604, 0.00098491, 0.00098376, 0.00098263, 0.00098151,       0.00098038, 0.00097923, 0.00097806, 0.00097687, 0.00097579,       0.00136831, 0.07366199, 0.22179353, 0.28497098, 0.31085077,       0.32177526, 0.32645077, 0.32846288, 0.32933091"
612,705.pickle,"3.09, 0.13, 19, 0.00099166, 0.00099095, 0.00099023, 0.00098951, 0.00098878,       0.00098803, 0.00098767, 0.03870594, 0.21592027, 0.28555536,       0.31207912, 0.32267774, 0.32699301, 0.3287618 , 0.32948855,       0.32978741, 0.32991037, 0.329961  , 0.32998185"
613,980.pickle,"1.0, 0.15, 13, 0.00098444, 0.00098352, 0.00293245, 0.14051385, 0.25470686,       0.29917878, 0.31715208, 0.32460825, 0.32773203, 0.32904506,       0.32959749, 0.32982995, 0.32992777, 0.32996893, 0.32998625,       0.32999354, 0.32999661, 0.32999791, 0.32999846"
614,949.pickle,"1.37, 0.14, 16, 0.00098781, 0.00098694, 0.00100759, 0.05663422, 0.22065864,       0.28652437, 0.31220886, 0.32263747, 0.32694114, 0.32872723,       0.32946982, 0.3297787 , 0.32990718, 0.32996062, 0.32998286,       0.32999212, 0.32999597, 0.32999759, 0.32999826"
615,96.pickle,"4.85, 0.2, 20, 0.00099351, 0.00099287, 0.00099224, 0.00099162, 0.000991  ,       0.00099037, 0.00098973, 0.00098907, 0.00098839, 0.00098769,       0.00098698, 0.00358926, 0.17690583, 0.27164048, 0.30673645,       0.32055465, 0.32613764, 0.32841446, 0.32934607"
616,290.pickle,"4.57, 0.13, 15, 0.00099218, 0.00099138, 0.00099059, 0.00098984, 0.0009891 ,       0.00098836, 0.00098761, 0.00098684, 0.00098605, 0.00098524,       0.00098441, 0.00098355, 0.00098267, 0.00098177, 0.00098091,       0.00444358, 0.16671327, 0.26600841, 0.30396006"
617,744.pickle,"2.86, 0.27, 9, 0.00098557, 0.00098427, 0.00098298, 0.00098175, 0.00098055,       0.00097936, 0.00097816, 0.00097695, 0.00097571, 0.00097444,       0.00097315, 0.00097182, 0.00097047, 0.00096908, 0.00096766,       0.00096713, 0.00169932, 0.06720055, 0.21430241"
618,521.pickle,"2.88, 0.25, 12, 0.00098805, 0.00098703, 0.00098598, 0.00098497, 0.00098397,       0.00098296, 0.00098193, 0.00098089, 0.00097982, 0.00097873,       0.00097761, 0.00102675, 0.04293248, 0.20678329, 0.279593  ,       0.30883737, 0.3210089 , 0.32615945, 0.32835308"
619,968.pickle,"1.95, 0.13, 5, 0.00097204, 0.00096933, 0.00096714, 0.00096514, 0.00096319,       0.00096125, 0.00095933, 0.00095738, 0.0009554 , 0.0009534 ,       0.00095138, 0.0009493 , 0.00094719, 0.00094505, 0.00094286,       0.00094061, 0.00093834, 0.00093608, 0.00093512"
620,915.pickle,"4.13, 0.29, 9, 0.00098939, 0.00098819, 0.00098706, 0.000986  , 0.00098499,       0.00098401, 0.00098304, 0.00098206, 0.00098106, 0.00098003,       0.00097899, 0.00097792, 0.00097682, 0.00097569, 0.00097453,       0.00097335, 0.00097214, 0.00097089, 0.00096962"
621,291.pickle,"1.1, 0.21, 16, 0.00098742, 0.00099463, 0.05350946, 0.22047822, 0.2867732 ,       0.31242333, 0.32277168, 0.32701614, 0.32876675, 0.32948996,       0.32978881, 0.32991228, 0.32996329, 0.32998435, 0.32999304,       0.32999663, 0.32999812, 0.32999874, 0.329999  "
622,143.pickle,"3.39, 0.2, 6, 0.00098446, 0.00098262, 0.00098103, 0.0009796 , 0.00097825,       0.00097695, 0.00097567, 0.00097439, 0.0009731 , 0.0009718 ,       0.00097047, 0.00096911, 0.00096772, 0.0009663 , 0.00096484,       0.00096336, 0.00096183, 0.00096027, 0.00095868"
623,162.pickle,"1.98, 0.25, 9, 0.00098214, 0.00098077, 0.00097939, 0.00097802, 0.00097666,       0.00097529, 0.00097392, 0.00097251, 0.00097108, 0.00097005,       0.00119369, 0.02868852, 0.18331494, 0.26739964, 0.30281463,       0.31805815, 0.32472501, 0.3276615 , 0.32895921"
624,984.pickle,"1.35, 0.23, 13, 0.00098519, 0.00098416, 0.00098307, 0.00100516, 0.02849871,       0.19651991, 0.27589776, 0.30746016, 0.32049119, 0.32596934,       0.32828791, 0.32927157, 0.32968928, 0.32986673, 0.32994214,       0.32997419, 0.32998783, 0.32999364, 0.32999613"
625,491.pickle,"4.87, 0.16, 17, 0.00099295, 0.00099223, 0.00099152, 0.00099084, 0.00099017,       0.00098949, 0.0009888 , 0.00098809, 0.00098736, 0.00098661,       0.00098584, 0.00098505, 0.00098424, 0.00098399, 0.02685339,       0.20610292, 0.28144372, 0.31029609, 0.32189009"
626,69.pickle,"4.72, 0.26, 7, 0.00099006, 0.0009887 , 0.00098749, 0.00098639, 0.00098537,       0.00098442, 0.00098349, 0.00098256, 0.00098163, 0.00098068,       0.00097972, 0.00097873, 0.00097772, 0.00097668, 0.00097561,       0.00097452, 0.0009734 , 0.00097225, 0.00097107"
627,754.pickle,"2.86, 0.13, 14, 0.00098922, 0.00098831, 0.00098738, 0.00098647, 0.00098556,       0.00098464, 0.0009837 , 0.00098274, 0.00098177, 0.00115345,       0.09111575, 0.23484459, 0.29139678, 0.3139577 , 0.32326752,       0.32716209, 0.32879963, 0.32948957, 0.32978055"
628,745.pickle,"1.49, 0.14, 9, 0.00097988, 0.00097848, 0.00097703, 0.00097558, 0.00097413,       0.00097266, 0.00097381, 0.00180226, 0.05291467, 0.20196884,       0.27493197, 0.30591973, 0.31936699, 0.3252827 , 0.32790089,       0.32906305, 0.32957983, 0.32980998, 0.3299126 "
629,702.pickle,"4.26, 0.14, 16, 0.00099205, 0.00099128, 0.00099051, 0.00098977, 0.00098903,       0.00098829, 0.00098754, 0.00098677, 0.00098598, 0.00098516,       0.00098433, 0.00098346, 0.000984  , 0.03067969, 0.20716477,       0.28152308, 0.31022294, 0.32182045, 0.3265971 "
630,889.pickle,"1.68, 0.21, 15, 0.00098772, 0.00098682, 0.00098587, 0.00098499, 0.0032797 ,       0.15353141, 0.26072338, 0.30181091, 0.31831823, 0.32512574,       0.32796067, 0.32914529, 0.3296409 , 0.32984835, 0.3299352 ,       0.32997157, 0.32998682, 0.32999322, 0.32999592"
